price_usd,brand,model_family,condition_score,release_year,cpu_brand,cpu_family,cpu_generation,cpu_suffix,processor_speed_ghz,gpu_vendor,gpu,ram_gb,storage_type,ssd_gb,hdd_gb,storage_capacity_gb,has_dual_storage,screen_size_inch,resolution_width,resolution_height,os,has_touchscreen,has_backlit_keyboard,has_bluetooth,has_webcam,has_wifi
422.55,dell,latitude,3,-1,intel,core_i5,intel_4,unknown,-1,intel,Intel HD Graphics 4400,-1,ssd,512,0,512,0,14,1366,768,windows,0,0,0,0,0
235,dell,latitude,3,-1,intel,core_i5,intel_6,unknown,2.4,unknown,Unknown,-1,ssd,256,0,256,0,14,-1,-1,unknown,0,0,0,0,0
214.69,dell,latitude,3,2019,other,other,unknown,unknown,1.6,intel,Intel UHD Graphics 620,8,ssd,256,0,256,0,14,1366,768,windows,0,0,1,0,1
379.99,fujitsu,lifebook,3,-1,unknown,unknown,unknown,unknown,-1,unknown,Unknown,-1,unknown,-1,-1,-1,-1,15.6,-1,-1,windows,0,0,0,0,0
394.1,fujitsu,lifebook,3,-1,intel,core_i3,intel_4,unknown,3,intel,Intel HD Graphics 4600,-1,ssd,256,0,256,0,13.3,1366,768,windows,0,0,1,1,1
319.57,lenovo,thinkpad,3,-1,intel,core_i5,intel_7,unknown,3.1,unknown,Unknown,-1,ssd,256,0,256,0,14,1920,1080,windows,0,1,1,0,1
381.61,dell,latitude,3,-1,intel,core_i5,intel_3,unknown,3,intel,Intel HD Graphics 4000,-1,ssd,512,0,512,0,14,1366,768,windows,0,0,0,0,1
314.38,dell,latitude,3,-1,intel,core_i5,intel_4,unknown,2.6,intel,Intel HD Graphics 4400,-1,ssd,256,0,256,0,14,1366,768,windows,0,0,1,0,1
408.33,dell,latitude,3,-1,intel,core_i5,intel_4,unknown,2.6,intel,Intel HD Graphics 4400,-1,ssd,512,0,512,0,14,1366,768,windows,0,0,0,0,1
2130.69,simpletek,other,4,-1,intel,core_i7,intel_8,U,1.8,intel,Intel UHD Graphics 620,-1,ssd,128,0,128,0,14,1920,1080,windows,0,0,1,1,1
462.67,dell,latitude,3,-1,intel,core_i5,intel_4,unknown,2.6,intel,Intel HD Graphics 4400,-1,ssd,1024,0,1024,0,14,1366,768,windows,0,0,1,0,1
1700.76,lenovo,other,3,-1,intel,core_i5,intel_12,unknown,4,intel,Intel UHD Graphics,-1,ssd,4096,0,4096,0,15.6,1920,1080,windows,0,0,1,1,1
477.83,dell,latitude,3,-1,intel,core_i5,intel_5,unknown,2.7,intel,Intel HD Graphics 5500,-1,ssd,1024,0,1024,0,14,1366,768,windows,0,0,0,0,1
607.18,lenovo,other,3,-1,intel,core_i3,intel_10,unknown,3.4,intel,Intel UHD Graphics,-1,ssd,256,0,256,0,15.6,1920,1080,windows,0,0,1,1,1
416.13,fujitsu,lifebook,3,-1,intel,core_i5,intel_6,unknown,2.3,intel,Intel HD Graphics 520,-1,ssd,512,0,512,0,13.3,1366,768,windows,0,0,1,1,1
485.68,dell,latitude,3,-1,intel,core_i5,intel_3,unknown,3.1,intel,Intel HD Graphics 4000,-1,ssd,2048,0,2048,0,14,1366,768,windows,0,0,0,0,1
461.92,fujitsu,lifebook,3,-1,intel,core_i5,intel_4,unknown,3,intel,Intel HD Graphics 4600,-1,ssd,512,0,512,0,15.6,1366,768,windows,0,0,1,0,1
377.65,fujitsu,lifebook,3,-1,intel,core_i3,intel_4,unknown,-1,intel,Intel HD Graphics 4600,-1,ssd,128,0,128,0,14,1366,768,windows,0,0,0,1,0
431.55,fujitsu,lifebook,3,-1,intel,core_i3,intel_4,unknown,3,intel,Intel HD Graphics 4600,-1,ssd,128,0,128,0,13.3,1366,768,windows,0,0,1,1,1
458.69,dell,latitude,3,-1,intel,core_i5,intel_4,unknown,-1,nvidia,NVIDIA GeForce GT 720M,-1,ssd,1024,0,1024,0,14,1366,768,windows,0,0,0,0,0
377.65,fujitsu,lifebook,3,-1,intel,core_i3,intel_6,unknown,-1,intel,Intel HD Graphics 520,-1,ssd,256,0,256,0,13.3,1366,768,windows,0,0,0,1,0
362.43,dell,latitude,3,-1,intel,core_i5,intel_4,unknown,2.6,intel,Intel HD Graphics 4400,-1,ssd,256,0,256,0,14,1366,768,windows,0,0,0,0,1
179.99,dell,latitude,3,-1,intel,core_i5,intel_6,unknown,2.4,unknown,Unknown,8,ssd,256,0,256,0,14,-1,-1,windows,0,0,1,0,0
567.27,lenovo,thinkpad,3,-1,intel,celeron,unknown,unknown,1.6,intel,Intel HD Graphics 510,-1,ssd,256,0,256,0,15.6,1366,768,windows,0,0,1,1,1
482.9,dell,latitude,3,-1,intel,core_i5,intel_2,unknown,-1,intel,Intel HD Graphics 3000,-1,ssd,128,0,128,0,15.6,1366,768,windows,0,0,0,0,0
431.86,fujitsu,lifebook,3,-1,intel,core_i3,intel_4,unknown,3,intel,Intel HD Graphics 4600,-1,ssd,128,0,128,0,13.3,1366,768,windows,0,0,1,1,1
454.81,fujitsu,lifebook,3,-1,intel,core_i5,intel_4,unknown,3,intel,Intel HD Graphics 4600,-1,ssd,512,0,512,0,14,1366,768,windows,0,0,1,1,1
318.43,fujitsu,lifebook,3,-1,intel,core_i3,intel_6,unknown,3,intel,Intel HD Graphics 520,-1,ssd,256,0,256,0,13.3,1366,768,windows,0,0,1,1,1
197.53,lenovo,ideapad,5,2022,intel,core_i3,intel_12,unknown,1.2,intel,Intel UHD Graphics,8,ssd,256,0,256,0,15.6,1920,1080,windows,0,0,0,1,0
389.99,acer,other,6,-1,amd,ryzen_5,amd_7000,unknown,2.8,amd,AMD Radeon Graphics,8,ssd,512,0,512,0,15.6,-1,-1,windows,0,0,0,0,0
53.99,acer,other,3,-1,intel,celeron,unknown,unknown,1.6,unknown,Unknown,4,ssd,16,0,16,0,11.6,-1,-1,linux,0,0,0,1,0
369.99,dell,latitude,4,-1,intel,core_i7,intel_8,unknown,1.9,intel,Intel HD Graphics 620,32,ssd,1024,0,1024,0,14,1920,1080,windows,0,1,1,1,1
150,lenovo,thinkpad,3,2018,intel,core_i5,intel_8,U,1.6,unknown,Unknown,16,ssd,256,0,256,0,14,1920,1080,windows,0,0,0,0,0
269.99,dell,xps,3,-1,intel,core_i5,intel_9,unknown,2.4,unknown,Unknown,16,ssd,256,0,256,0,15.6,-1,-1,unknown,0,1,1,1,1
349.49,acer,aspire,2,-1,unknown,unknown,unknown,unknown,1.8,intel,Intel UHD Graphics,8,ssd,128,0,128,0,14,1920,1200,windows,1,0,0,0,0
269.99,lenovo,ideapad,2,2021,intel,core_i3,intel_11,unknown,-1,intel,Intel UHD Graphics,4,ssd,128,0,128,0,14,1920,1080,windows,0,0,1,0,1
135.99,dell,other,3,-1,intel,core_2,unknown,unknown,-1,unknown,Unknown,4,unknown,-1,-1,-1,-1,14,-1,-1,windows,0,0,0,0,1
99.95,lenovo,thinkpad,3,-1,intel,core_i5,intel_8,unknown,1.7,unknown,Unknown,8,unknown,-1,-1,-1,-1,14,-1,-1,unknown,0,0,0,0,0
654.97,lg,gram,4,-1,intel,core_i7,intel_13,unknown,2.2,unknown,Unknown,-1,ssd,512,0,512,0,17,-1,-1,windows,0,0,0,0,0
198,lenovo,thinkpad,3,-1,intel,core_i5,intel_8,unknown,1.6,intel,Intel UHD Graphics 620,16,ssd,256,0,256,0,14,1920,1080,unknown,0,0,0,0,0
88,hp,other,3,-1,intel,core_i5,unknown,unknown,1.6,unknown,Unknown,4,ssd,128,0,128,0,12,-1,-1,windows,1,0,0,0,0
120,lenovo,thinkpad,3,-1,intel,core_i5,intel_8,U,1.6,unknown,Unknown,-1,ssd,256,0,256,0,15.6,-1,-1,other,0,0,0,0,0
59.99,lenovo,thinkpad,1,-1,intel,core_i5,intel_5,U,2.3,unknown,Unknown,-1,hdd,0,-1,-1,-1,14,-1,-1,unknown,0,0,0,1,0
699,microsoft,surface_laptop,6,2021,intel,core_i7,intel_11,unknown,-1,intel,Intel Iris Xe Graphics,16,ssd,256,0,256,0,15,2256,1504,windows,1,1,1,1,1
444.18,hp,other,5,2022,intel,pentium,unknown,unknown,3.5,intel,Intel UHD Graphics,12,ssd,256,0,256,0,17.3,1600,900,windows,1,0,0,0,0
235,dell,precision,3,-1,intel,core_i7,intel_6,unknown,2.7,nvidia,NVIDIA Quadro M1000M,16,ssd,512,0,512,0,15.6,1920,1080,windows,0,1,1,1,1
29.99,lenovo,thinkpad,3,-1,intel,core_i3,intel_3,unknown,2.5,intel,Intel HD Graphics 4000,4,hdd,0,256,256,0,15,1366,768,windows,0,0,0,0,0
685,panasonic,toughbook,4,-1,intel,core_i5,intel_7,unknown,2.6,unknown,Unknown,16,ssd,1024,0,1024,0,12,-1,-1,unknown,0,0,0,0,0
449.96,lenovo,thinkpad,4,-1,intel,xeon,unknown,unknown,2.8,nvidia,NVIDIA Quadro M2000M,16,ssd,512,0,512,0,15.6,3840,2160,windows,0,1,1,1,1
259.84,microsoft,surface_laptop,3,2019,intel,core_i5,intel_10,unknown,1.5,intel,Intel HD Graphics,8,ssd,256,0,256,0,13.5,2256,1504,windows,1,0,1,1,0
172,hp,elitebook,3,2020,intel,core_i7,intel_8,unknown,1.9,intel,Intel UHD Graphics 620,8,ssd,256,0,256,0,14,1920,1080,windows,0,1,1,1,1
421.99,dell,latitude,4,-1,intel,core_i5,intel_7,unknown,2.6,intel,Intel HD Graphics 620,16,ssd,256,0,256,0,11.6,1920,1080,windows,1,1,0,0,0
219.99,google,other,2,2019,intel,core_i5,intel_8,unknown,1.3,unknown,Unknown,8,ssd,128,0,128,0,13.3,1920,1080,chrome_os,0,1,0,1,0
268,lenovo,thinkpad,4,-1,intel,core_i7,intel_2,unknown,2.4,nvidia,NVIDIA Quadro 1000M,16,ssd,512,0,512,0,15.6,-1,-1,windows,0,0,1,1,1
399.99,dell,latitude,4,-1,intel,core_i7,intel_9,unknown,-1,unknown,Unknown,32,ssd,1024,0,1024,0,14,1920,1080,windows,0,0,0,0,1
187.77,lenovo,thinkpad,3,-1,intel,core_i7,intel_4,unknown,2.9,nvidia,NVIDIA GeForce GT 730M,16,ssd,256,0,256,0,14.1,1600,900,windows,0,0,0,0,0
289.49,asus,vivobook,2,-1,intel,core_i3,intel_11,unknown,3,intel,Intel UHD Graphics,8,ssd,256,0,256,0,14,1920,1080,windows,1,0,1,1,1
178,panasonic,other,3,2017,intel,core_i5,intel_7,U,-1,unknown,Unknown,8,ssd,256,0,256,0,12,2160,1440,windows,0,0,0,0,0
400,dell,inspiron,3,2023,intel,core_i5,intel_13,unknown,5,unknown,Unknown,16,ssd,512,0,512,0,15.6,1920,1080,windows,1,0,1,1,1
226.71,fujitsu,other,3,-1,intel,core_i5,intel_8,U,-1,unknown,Unknown,-1,unknown,-1,-1,-1,-1,13.3,1366,768,unknown,0,0,0,0,0
725.18,hp,elitebook,5,-1,intel,core_i5,intel_12,unknown,3.3,unknown,Unknown,16,ssd,256,0,256,0,16,-1,-1,windows,0,0,0,0,0
399.99,lenovo,thinkpad,4,-1,intel,core_i7,intel_8,U,1.8,intel,Intel UHD Graphics 620,24,ssd,1024,0,1024,0,14,1920,1080,windows,0,1,1,1,0
139,lenovo,thinkpad,3,-1,intel,core_i5,intel_8,unknown,1.7,unknown,Unknown,8,ssd,256,0,256,0,12.5,-1,-1,unknown,0,0,0,0,0
449.99,hp,elitebook,5,-1,amd,ryzen_7,unknown,unknown,2.6,amd,AMD Radeon Graphics,16,ssd,256,0,256,0,14,1920,1080,windows,0,0,1,1,0
154.99,dell,latitude,3,-1,intel,core_i7,intel_8,unknown,1.9,intel,Intel UHD Graphics 620,16,ssd,256,0,256,0,14,1920,1080,windows,0,0,0,0,0
391.91,dell,latitude,3,-1,intel,core_i5,intel_4,unknown,2.6,intel,Intel HD Graphics 4400,-1,ssd,512,0,512,0,14,1366,768,windows,0,0,1,0,1
603.53,lenovo,thinkpad,3,-1,intel,core_i3,intel_7,unknown,3,intel,Intel HD Graphics 620,-1,ssd,1024,0,1024,0,15.6,1920,1080,windows,0,0,1,1,1
625.86,lenovo,thinkpad,3,-1,intel,core_i5,intel_6,unknown,3,intel,Intel HD Graphics 520,-1,ssd,128,0,128,0,14,1920,1080,windows,1,0,1,1,1
465.34,dell,latitude,3,-1,intel,core_i5,intel_6,unknown,2.3,intel,Intel HD Graphics 520,-1,ssd,512,0,512,0,12.5,1920,1080,windows,1,0,1,1,1
303.77,dell,latitude,3,-1,intel,core_i5,intel_4,unknown,2.6,intel,Intel HD Graphics 4400,-1,ssd,128,0,128,0,14,1366,768,windows,0,0,1,0,1
279,dell,latitude,3,-1,intel,core_i7,intel_6,unknown,2.6,unknown,Unknown,16,ssd,1024,0,1024,0,14,2560,1440,windows,0,1,1,1,1
350.22,dell,latitude,3,-1,intel,core_i5,intel_5,unknown,-1,intel,Intel HD Graphics 5500,-1,ssd,256,0,256,0,14,1366,768,windows,0,0,0,0,0
429.37,dell,latitude,3,-1,intel,core_i5,intel_5,unknown,2.7,intel,Intel HD Graphics 5500,-1,ssd,512,0,512,0,14,1366,768,windows,0,0,0,0,1
485.68,dell,latitude,3,-1,intel,core_i5,intel_3,unknown,3.1,intel,Intel HD Graphics 4000,-1,ssd,2048,0,2048,0,14,1366,768,windows,0,0,0,0,1
302.74,dell,latitude,3,-1,intel,core_i5,intel_4,unknown,-1,nvidia,NVIDIA GeForce GT 720M,-1,ssd,256,0,256,0,14,1366,768,windows,0,0,0,0,0
414.64,dell,latitude,3,-1,intel,core_i5,intel_6,unknown,2.3,intel,Intel HD Graphics 520,-1,ssd,128,0,128,0,12.5,1920,1080,windows,1,0,1,1,1
471.65,fujitsu,lifebook,3,-1,intel,core_i5,intel_6,unknown,-1,intel,Intel HD Graphics 520,-1,ssd,512,0,512,0,13.3,1366,768,windows,0,0,0,1,0
477.83,dell,latitude,3,-1,intel,core_i5,intel_5,unknown,2.7,intel,Intel HD Graphics 5500,-1,ssd,1024,0,1024,0,14,1366,768,windows,0,0,0,0,1
319.57,lenovo,thinkpad,3,-1,intel,core_i5,intel_7,unknown,3.1,unknown,Unknown,-1,ssd,256,0,256,0,14,1920,1080,windows,0,1,1,0,1
434.33,lenovo,thinkpad,3,-1,intel,core_i5,intel_6,unknown,2.8,intel,Intel HD Graphics 620,-1,ssd,1024,0,1024,0,14,1920,1080,windows,0,1,1,0,1
434.41,lenovo,thinkpad,3,-1,intel,core_i5,intel_4,unknown,4,intel,Intel HD Graphics 4400,-1,ssd,256,0,256,0,14,1366,768,windows,0,0,1,1,1
2723.26,simpletek,other,4,-1,intel,core_i7,intel_8,U,1.8,intel,Intel UHD Graphics 620,-1,ssd,4096,0,4096,0,14,1920,1080,windows,0,0,1,1,1
323.23,fujitsu,lifebook,3,-1,intel,core_i5,intel_6,unknown,2.3,intel,Intel HD Graphics 520,-1,ssd,128,0,128,0,13.3,1366,768,windows,0,0,1,1,1
529.99,panasonic,toughbook,3,-1,intel,core_i5,intel_7,unknown,2.6,intel,Intel HD Graphics,16,ssd,1024,0,1024,0,14,-1,-1,windows,0,1,1,1,0
430.41,dell,latitude,3,-1,intel,core_i5,intel_4,unknown,-1,intel,Intel HD Graphics 4400,-1,ssd,256,0,256,0,14,1366,768,windows,0,0,0,1,0
464.47,dell,latitude,3,-1,intel,core_i5,intel_4,unknown,2.6,intel,Intel HD Graphics 4400,-1,ssd,1024,0,1024,0,14,1366,768,windows,0,0,0,0,1
50.48,acer,chromebook,3,-1,intel,celeron,unknown,unknown,-1,intel,Intel HD Graphics,4,ssd,16,0,16,0,11.6,-1,-1,chrome_os,0,0,0,0,0
430.44,fujitsu,lifebook,3,-1,intel,core_i5,intel_4,unknown,3,intel,Intel HD Graphics 4600,-1,ssd,256,0,256,0,15.6,1366,768,windows,0,0,1,0,1
384.34,fujitsu,lifebook,3,-1,intel,core_i5,intel_6,unknown,2.3,intel,Intel HD Graphics 520,-1,ssd,256,0,256,0,13.3,1366,768,windows,0,0,1,1,1
597.36,lenovo,thinkpad,3,-1,intel,celeron,unknown,unknown,1.6,intel,Intel HD Graphics 510,-1,ssd,256,0,256,0,15.6,1366,768,windows,0,0,1,1,1
434.33,lenovo,thinkpad,3,-1,intel,core_i5,intel_6,unknown,2.8,intel,Intel HD Graphics 620,-1,ssd,1024,0,1024,0,14,1920,1080,windows,0,1,1,0,1
470.14,lenovo,thinkpad,3,-1,intel,core_i5,intel_4,unknown,1.99,intel,Intel HD Graphics 4400,-1,ssd,256,0,256,0,12.5,1366,768,windows,1,0,1,1,1
636.57,fujitsu,lifebook,3,-1,intel,core_i5,intel_6,unknown,-1,intel,Intel HD Graphics 520,-1,ssd,1024,0,1024,0,13.3,1366,768,windows,0,0,0,1,0
531.79,dell,latitude,3,-1,intel,core_i5,intel_4,unknown,2.6,intel,Intel HD Graphics 4400,-1,ssd,2048,0,2048,0,14,1366,768,windows,0,0,1,0,1
282.91,dell,latitude,4,-1,intel,core_i5,intel_3,unknown,3.1,intel,Intel HD Graphics 4000,-1,ssd,256,0,256,0,14,1366,768,windows,0,0,0,0,1
293.26,dell,latitude,3,-1,intel,core_i5,intel_4,unknown,2.6,intel,Intel HD Graphics 4400,-1,ssd,128,0,128,0,14,1366,768,windows,0,0,0,0,1
427.27,dell,latitude,3,-1,intel,core_i5,intel_2,unknown,3,intel,Intel HD Graphics 3000,-1,ssd,128,0,128,0,15.6,1366,768,windows,0,0,0,0,1
314.38,dell,latitude,3,-1,intel,core_i5,intel_4,unknown,2.6,intel,Intel HD Graphics 4400,-1,ssd,256,0,256,0,14,1366,768,windows,0,0,1,0,1
329.47,hp,elitebook,4,-1,intel,core_i7,intel_7,unknown,3.9,intel,Intel HD Graphics 620,16,ssd,256,0,256,0,14,1920,1080,windows,1,0,1,1,1
729.33,lenovo,other,6,-1,intel,core_i5,intel_12,unknown,4,intel,Intel UHD Graphics,-1,ssd,256,0,256,0,15.6,1920,1080,windows,0,0,1,1,1
2143.43,simpletek,other,4,-1,intel,core_i7,intel_8,U,1.8,intel,Intel UHD Graphics 620,-1,ssd,256,0,256,0,14,1920,1080,windows,0,0,1,1,1
377.65,dell,latitude,3,-1,intel,core_i5,intel_3,unknown,-1,intel,Intel HD Graphics 4000,-1,ssd,256,0,256,0,13.3,1366,768,windows,0,0,0,1,0
684.06,fujitsu,lifebook,3,-1,intel,core_i3,intel_6,unknown,3,intel,Intel HD Graphics 520,-1,ssd,2048,0,2048,0,14,1366,768,windows,0,0,1,1,1
326.25,dell,latitude,3,-1,intel,core_i5,intel_5,U,2.3,intel,Intel HD Graphics 5500,-1,ssd,128,0,128,0,14,1920,1080,windows,0,0,1,1,1
462.86,lenovo,other,3,-1,intel,core_i3,intel_7,unknown,2.4,intel,Intel HD Graphics 620,-1,ssd,512,0,512,0,13.3,1366,768,windows,0,0,1,1,1
554.36,dell,latitude,3,-1,intel,core_i5,intel_5,unknown,-1,intel,Intel HD Graphics 5500,-1,ssd,2048,0,2048,0,14,1366,768,windows,0,0,0,0,0
531.79,dell,latitude,3,-1,intel,core_i5,intel_4,unknown,2.6,intel,Intel HD Graphics 4400,-1,ssd,2048,0,2048,0,14,1366,768,windows,0,0,0,0,1
422.96,lenovo,other,3,-1,intel,core_i3,intel_7,unknown,2.4,intel,Intel HD Graphics 620,-1,ssd,128,0,128,0,13,1366,768,windows,0,0,1,1,1
738,lenovo,other,3,-1,intel,core_i3,intel_8,unknown,2.2,intel,Intel UHD Graphics 620,-1,ssd,1024,0,1024,0,15.6,1920,1080,windows,0,0,1,1,1
303.85,dell,latitude,3,-1,intel,core_i5,intel_4,unknown,2.6,intel,Intel HD Graphics 4400,-1,ssd,256,0,256,0,14,1366,768,windows,0,0,0,0,1
432.95,dell,latitude,3,-1,intel,core_i5,intel_4,unknown,2.6,intel,Intel HD Graphics 4400,-1,ssd,1024,0,1024,0,14,1366,768,windows,0,0,0,0,1
383.61,fujitsu,lifebook,3,-1,intel,core_i3,intel_4,unknown,3,intel,Intel HD Graphics 4600,-1,ssd,128,0,128,0,13.3,1366,768,windows,0,0,1,1,1
282.91,dell,latitude,4,-1,intel,core_i5,intel_3,unknown,3.1,intel,Intel HD Graphics 4000,-1,ssd,256,0,256,0,14,1366,768,windows,0,0,0,0,1
270.15,dell,latitude,4,-1,intel,core_i5,intel_3,unknown,3.1,intel,Intel HD Graphics 4000,-1,ssd,128,0,128,0,14,1366,768,windows,0,0,0,0,1
488.34,lenovo,thinkpad,3,-1,intel,core_i5,intel_3,unknown,-1,intel,Intel HD Graphics 4000,-1,ssd,256,0,256,0,14,1366,768,windows,0,0,0,1,0
449.73,lenovo,thinkpad,3,-1,intel,core_i5,intel_6,unknown,2.8,intel,Intel HD Graphics 620,-1,ssd,1024,0,1024,0,14,1920,1080,windows,0,1,1,0,1
382.62,dell,latitude,3,-1,intel,core_i5,intel_4,unknown,2.6,intel,Intel HD Graphics 4400,-1,ssd,256,0,256,0,14,1366,768,windows,0,0,1,0,1
416.2,dell,latitude,3,-1,intel,core_i5,intel_4,unknown,2.6,intel,Intel HD Graphics 4400,-1,ssd,512,0,512,0,14,1366,768,windows,0,0,0,0,1
482.9,dell,latitude,3,-1,intel,core_i5,intel_2,unknown,-1,intel,Intel HD Graphics 3000,-1,ssd,128,0,128,0,15.6,1366,768,windows,0,0,0,0,0
321.13,dell,latitude,4,-1,intel,core_i5,intel_4,unknown,2.6,intel,Intel HD Graphics 4400,-1,ssd,256,0,256,0,14,1366,768,windows,0,0,0,0,1
456.09,lenovo,thinkpad,3,-1,intel,core_i5,intel_6,unknown,-1,intel,Intel HD Graphics 620,-1,ssd,1024,0,1024,0,14,1920,1080,windows,0,0,0,0,0
647.36,fujitsu,lifebook,4,-1,intel,core_i5,intel_4,unknown,3,intel,Intel HD Graphics 4600,-1,ssd,1024,0,1024,0,15.6,1366,768,windows,0,0,1,0,1
307.13,dell,latitude,3,-1,intel,core_i5,intel_4,unknown,-1,intel,Intel HD Graphics 4400,-1,ssd,128,0,128,0,14,1366,768,windows,0,0,0,0,0
549.83,lenovo,thinkpad,3,-1,intel,core_i5,intel_6,unknown,3,intel,Intel HD Graphics 520,-1,ssd,256,0,256,0,14,-1,-1,windows,1,0,1,0,1
478.6,fujitsu,lifebook,3,-1,intel,core_i5,intel_4,unknown,-1,intel,Intel HD Graphics 4600,-1,ssd,256,0,256,0,14,1366,768,windows,0,0,0,1,0
509.94,lenovo,thinkpad,3,-1,intel,core_i3,intel_6,unknown,3,intel,Intel HD Graphics 520,-1,ssd,128,0,128,0,12.5,1366,768,windows,0,0,1,1,1
355.21,fujitsu,lifebook,4,-1,intel,core_i5,intel_4,unknown,-1,intel,Intel HD Graphics 520,-1,ssd,256,0,256,0,13.3,1366,768,windows,0,0,0,1,0
576.69,lenovo,thinkpad,3,-1,intel,core_i5,intel_6,unknown,3,intel,Intel HD Graphics 520,-1,ssd,512,0,512,0,14,-1,-1,windows,1,0,1,0,1
471.65,fujitsu,lifebook,3,-1,intel,core_i5,intel_6,unknown,-1,intel,Intel HD Graphics 520,-1,ssd,512,0,512,0,13.3,1366,768,windows,0,0,0,1,0
493.6,dell,latitude,3,-1,intel,core_i5,intel_2,unknown,-1,intel,Intel HD Graphics 3000,-1,ssd,256,0,256,0,15.6,1366,768,windows,0,0,0,0,0
352.61,dell,latitude,3,-1,intel,core_i5,intel_4,unknown,2.6,intel,Intel HD Graphics 4400,-1,ssd,256,0,256,0,14,1366,768,windows,0,0,0,0,1
290.6,dell,latitude,3,-1,intel,core_i5,intel_3,unknown,3,intel,Intel HD Graphics 4000,-1,ssd,256,0,256,0,14,1366,768,windows,0,0,0,0,1
488,dell,latitude,3,-1,intel,core_i7,intel_7,unknown,-1,unknown,Unknown,-1,unknown,-1,-1,-1,-1,14,-1,-1,unknown,0,0,0,0,0
259.95,dell,precision,3,-1,intel,core_i7,intel_6,unknown,2.7,nvidia,NVIDIA Quadro M1200,32,ssd,256,0,256,0,15.6,1920,1080,windows,0,0,0,0,0
39.99,hp,chromebook,3,-1,intel,celeron,unknown,unknown,1.6,unknown,Unknown,4,ssd,16,0,16,0,11.6,-1,-1,chrome_os,0,0,0,0,0
199.99,hp,other,3,-1,intel,core_i7,intel_10,unknown,1.8,unknown,Unknown,16,emmc,0,0,128,0,14,-1,-1,chrome_os,1,0,0,0,0
2372.22,dell,alienware,6,2023,intel,core_i9,intel_13,HX,-1,nvidia,NVIDIA GeForce RTX 4080,32,ssd,1024,0,1024,0,18,-1,-1,windows,0,0,0,0,0
299.99,dell,xps,6,-1,intel,core_i5,intel_8,unknown,1.6,unknown,Unknown,4,ssd,128,0,128,0,13.3,1920,1080,windows,0,0,0,0,0
2378,dell,alienware,6,2023,intel,core_i9,intel_13,unknown,-1,nvidia,NVIDIA GeForce RTX 4080,32,ssd,1024,0,1024,0,18,1920,1080,windows,0,1,1,1,0
269.99,lenovo,ideapad,2,2022,intel,core_i3,intel_11,unknown,3,intel,Intel UHD Graphics,8,ssd,256,0,256,0,13.3,1920,1080,chrome_os,1,0,1,1,0
449.96,lenovo,thinkpad,4,-1,intel,xeon,unknown,unknown,2.8,nvidia,NVIDIA Quadro M2000M,16,ssd,512,0,512,0,15.6,3840,2160,windows,0,1,1,1,1
190,dell,latitude,3,-1,intel,core_i7,intel_4,unknown,-1,intel,Intel Integrated Graphics,12,hdd,0,512,512,0,14,-1,-1,windows,0,0,1,1,1
349.99,dell,inspiron,4,2020,intel,core_i5,intel_10,unknown,-1,unknown,Unknown,16,ssd,512,0,512,0,15.6,1920,1080,windows,0,0,1,1,0
179.99,dell,latitude,3,-1,intel,core_i5,intel_6,unknown,2.4,intel,Intel HD Graphics,8,ssd,512,0,512,0,14,1920,1280,windows,0,0,0,0,0
399.99,dell,precision,3,-1,intel,core_i7,intel_9,unknown,2.6,unknown,Unknown,32,unknown,-1,-1,-1,-1,15.6,1920,1080,unknown,0,0,0,1,0
87.11,hp,other,1,-1,intel,core_i5,intel_7,U,2.5,unknown,Unknown,8,hdd,0,1024,1024,0,15.6,-1,-1,unknown,0,0,0,1,0
44.99,hp,other,3,-1,intel,celeron,unknown,unknown,2.16,unknown,Unknown,16,ssd,16,0,16,0,14,1366,768,chrome_os,0,0,0,0,1
89,dell,latitude,3,-1,intel,core_2,unknown,unknown,2.26,unknown,Unknown,2,hdd,0,128,128,0,14,1280,800,windows,0,0,0,0,0
124,dell,latitude,4,-1,intel,core_i5,intel_8,unknown,-1,unknown,Unknown,8,ssd,64,0,64,0,14,1920,1080,chrome_os,0,0,0,0,0
599,dell,inspiron,6,2023,intel,core_i5,intel_11,G7,2.4,intel,Intel UHD Graphics,16,ssd,1024,0,1024,0,15.6,1920,1080,windows,1,0,1,1,1
74.99,lenovo,other,3,-1,intel,core_i5,intel_3,unknown,-1,unknown,Unknown,8,ssd,256,0,256,0,14,-1,-1,windows,0,0,0,0,0
614,microsoft,surface_laptop,5,-1,intel,core_i5,intel_11,unknown,-1,unknown,Unknown,16,ssd,512,0,512,0,13.5,-1,-1,unknown,1,0,0,0,0
69.99,asus,other,3,-1,intel,core_i5,unknown,unknown,2.5,intel,Intel HD Graphics 4000,6,hdd,0,512,512,0,15.6,-1,-1,windows,0,0,1,1,0
48,samsung,chromebook,2,-1,intel,celeron,unknown,unknown,2,unknown,Unknown,4,hdd,0,16,16,0,11.6,-1,-1,chrome_os,0,0,0,0,0
524.95,hp,zbook,3,-1,intel,core_i7,intel_8,unknown,2.6,nvidia,NVIDIA Quadro P3200,64,ssd,512,0,512,0,17.3,1920,1080,windows,0,1,1,1,1
44,lenovo,other,3,2021,intel,celeron,unknown,unknown,1.1,unknown,Unknown,4,ssd,32,0,32,0,11.6,1366,768,chrome_os,1,0,0,0,0
