price_usd,brand,model_family,condition_score,release_year,cpu_brand,cpu_family,cpu_generation,cpu_suffix,processor_speed_ghz,gpu_vendor,gpu,ram_gb,storage_type,ssd_gb,hdd_gb,storage_capacity_gb,has_dual_storage,screen_size_inch,resolution_width,resolution_height,os,has_touchscreen,has_backlit_keyboard,has_bluetooth,has_webcam,has_wifi
562.49,dell,precision,5,2018,intel,core_i7,intel_7,HQ,3.9,nvidia,NVIDIA Quadro M1200 / M1000M,-1,nvme_ssd,-1,0,-1,-1,15.6,1920,1080,windows,0,1,1,1,0
616.4,lenovo,other,5,2023,intel,core_i7,intel_12,unknown,4.7,intel,Intel Iris Xe Graphics,16,ssd,512,0,512,0,16,2560,1600,windows,1,1,1,1,1
95,dell,latitude,4,-1,intel,core_i3,intel_8,unknown,-1,unknown,Unknown,8,ssd,128,0,128,0,14,1920,1080,chrome_os,0,0,0,0,0
279.99,dell,latitude,4,2020,intel,core_i5,intel_8,unknown,1.9,intel,Intel UHD Graphics 620,32,ssd,512,0,512,0,14,1920,1080,windows,0,0,0,0,1
184.1,hp,elitebook,2,-1,intel,core_i5,intel_6,unknown,3,unknown,Unknown,8,hdd,0,256,256,0,12.5,-1,-1,windows,0,0,0,1,0
25.91,samsung,galaxy_book,2,-1,unknown,unknown,unknown,unknown,2.5,unknown,Unknown,64,unknown,-1,-1,64,-1,14,1920,1080,windows,0,0,0,0,1
574.95,dell,latitude,4,-1,intel,core_i7,intel_7,unknown,3.9,intel,Intel HD Graphics 620,64,ssd,2048,0,2048,0,14,1920,1080,windows,0,1,1,1,1
96.99,dell,chromebook,3,-1,intel,celeron,unknown,unknown,2.16,intel,Intel HD Graphics,4,ssd,16,0,16,0,11.6,1366,768,chrome_os,0,0,1,1,0
1030,hp,other,6,-1,intel,core_i7,intel_13,unknown,1.7,intel,Intel Iris Xe Graphics,64,hybrid,4096,1024,5120,1,17.3,1920,1080,windows,0,0,1,1,0
16,lenovo,chromebook,2,-1,intel,celeron,unknown,unknown,1.6,intel,Intel HD Graphics 400,4,ssd,16,0,16,0,11.6,1366,768,chrome_os,0,1,1,1,0
119,dell,latitude,4,-1,intel,core_i3,intel_3,unknown,-1,unknown,Unknown,4,hdd,0,256,256,0,15.6,1366,768,windows,0,0,0,0,0
189.99,dell,latitude,3,-1,intel,core_i5,intel_4,unknown,2.1,unknown,Unknown,16,ssd,1024,0,1024,0,14,-1,-1,windows,0,1,1,1,1
349.99,samsung,galaxy_chromebook,3,2022,intel,core_i5,intel_10,unknown,1.6,intel,Intel UHD Graphics,8,ssd,256,0,256,0,13.3,3840,2160,chrome_os,1,0,1,0,1
89,hp,probook,3,-1,intel,core_i3,intel_2,unknown,-1,intel,Intel HD Graphics,2,hdd,0,256,256,0,14,-1,-1,windows,0,0,0,0,0
45.89,hp,other,3,2019,amd,amd_a_series,unknown,unknown,1.6,unknown,Unknown,4,emmc,0,0,16,0,11.6,1366,768,chrome_os,0,0,1,1,1
109,lenovo,thinkpad,3,-1,intel,core_i5,intel_6,unknown,2.4,unknown,Unknown,8,ssd,32,0,32,0,13.3,-1,-1,chrome_os,0,0,0,0,0
170.9,dell,latitude,3,-1,intel,core_i5,intel_8,unknown,-1,unknown,Unknown,8,ssd,256,0,256,0,14,-1,-1,windows,0,0,0,1,0
189.99,lenovo,flex,2,-1,amd,athlon,unknown,unknown,2.8,amd,AMD Radeon Graphics,4,emmc,0,0,64,0,11.6,1920,1080,windows,1,0,1,1,1
339,lenovo,thinkpad,4,-1,intel,core_i7,intel_4,unknown,2.7,nvidia,NVIDIA GeForce GT 730M,16,ssd,1024,0,1024,0,15.6,1920,1080,windows,0,1,1,1,1
629,acer,nitro,6,-1,intel,core_i5,intel_11,unknown,2.7,nvidia,NVIDIA GeForce RTX 3050 Ti,16,ssd,512,0,512,0,15.6,1920,1080,windows,0,1,1,1,1
299.9,dell,inspiron,6,-1,intel,core_i3,intel_12,unknown,-1,unknown,Unknown,8,ssd,256,0,256,0,15.6,1920,1080,windows,0,0,0,0,0
130,asus,vivobook,3,-1,intel,core_i5,intel_8,unknown,-1,unknown,Unknown,8,unknown,-1,-1,1024,-1,14,-1,-1,windows,1,0,0,0,0
131.31,dell,latitude,4,-1,intel,core_m5,unknown,unknown,1.1,unknown,Unknown,8,ssd,256,0,256,0,10.8,-1,-1,windows,0,0,0,0,0
139.99,gateway,chromebook,2,-1,intel,pentium,unknown,unknown,1.1,intel,Intel UHD Graphics,4,emmc,0,0,128,0,15.6,1366,768,chrome_os,1,0,1,1,0
421,dell,latitude,4,-1,intel,core_i5,intel_7,unknown,3.1,intel,Intel HD Graphics 620,-1,ssd,2048,0,2048,0,15.6,1920,1080,windows,0,1,1,1,1
299,hp,probook,4,-1,intel,core_i7,intel_6,unknown,2.7,intel,Intel HD Graphics,16,ssd,1024,0,1024,0,15.6,-1,-1,windows,0,0,1,1,1
825,dell,latitude,6,-1,intel,core_i7,intel_13,unknown,3.9,intel,Intel Iris Xe Graphics,16,ssd,512,0,512,0,14,1920,1080,windows,0,1,1,1,1
449,dell,precision,3,-1,intel,core_i7,intel_6,unknown,3.8,unknown,Unknown,32,ssd,1024,0,1024,0,17.3,1920,1080,windows,0,1,1,0,1
95,dell,latitude,3,-1,other,other,unknown,unknown,-1,unknown,Unknown,-1,hdd,0,256,256,0,14,-1,-1,windows,0,0,0,0,0
197.95,hp,zbook,4,-1,intel,core_i5,intel_8,unknown,1.7,intel,Intel UHD Graphics 620,8,ssd,128,0,128,0,14,1920,1080,windows,0,0,1,1,1
49.95,dell,latitude,1,-1,intel,core_i5,intel_4,unknown,-1,unknown,Unknown,-1,unknown,-1,-1,-1,-1,14,1366,768,unknown,0,1,0,0,0
134.96,dell,latitude,4,2018,intel,core_i5,intel_7,U,2.9,intel,Intel UHD Graphics 620,8,nvme_ssd,-1,0,-1,-1,14,1366,768,windows,0,0,1,1,0
299,lenovo,thinkpad,3,-1,amd,ryzen_7,amd_3000,U,2.3,amd,AMD Radeon Graphics,16,ssd,512,0,512,0,14,1920,1080,windows,0,1,1,1,1
363,dell,latitude,3,-1,intel,core_i7,intel_8,unknown,4.2,intel,Intel UHD Graphics 620,16,ssd,512,0,512,0,14,-1,-1,windows,1,1,1,1,1
200,dell,latitude,3,-1,intel,core_i5,intel_8,U,1.7,intel,Intel HD Graphics,8,ssd,-1,0,-1,-1,14,1920,1080,unknown,0,0,1,1,1
140,dell,latitude,3,-1,intel,core_i7,intel_6,U,-1,unknown,Unknown,-1,unknown,-1,-1,-1,-1,14,-1,-1,windows,0,0,0,0,0
297,dell,latitude,4,-1,intel,core_i5,intel_6,unknown,2.4,intel,Intel HD Graphics,8,ssd,512,0,512,0,14,-1,-1,windows,0,1,1,1,1
282,lenovo,thinkpad,4,-1,intel,core_i7,intel_3,unknown,2.6,nvidia,NVIDIA Quadro K1000M,16,ssd,512,0,512,0,15.6,-1,-1,windows,0,0,0,1,1
225,lenovo,thinkpad,4,-1,intel,core_i5,intel_8,unknown,1.6,intel,Intel UHD Graphics,8,ssd,512,0,512,0,14,1920,1080,windows,0,0,1,1,1
245,dell,latitude,3,2019,intel,core_i5,intel_8,unknown,1.7,intel,Intel UHD Graphics 620,32,ssd,1024,0,1024,0,14,1366,768,windows,0,1,1,1,1
584.95,lenovo,thinkpad,4,-1,intel,core_i7,intel_7,unknown,3,nvidia,NVIDIA Quadro M2200,32,ssd,512,0,512,0,15.6,3840,2160,windows,0,1,1,1,1
169.99,dell,latitude,4,2017,intel,core_i5,intel_6,unknown,-1,unknown,Unknown,8,ssd,256,0,256,0,14,-1,-1,windows,0,0,0,0,1
494.23,hp,elitebook,3,-1,intel,core_i5,intel_11,unknown,2.4,unknown,Unknown,16,ssd,256,0,256,0,14,-1,-1,windows,0,0,0,0,0
399.99,dell,precision,3,-1,intel,core_i7,intel_9,unknown,2.6,unknown,Unknown,32,unknown,-1,-1,-1,-1,15.6,1920,1080,unknown,0,0,0,1,0
438.99,hp,pavilion,6,-1,intel,core_i5,intel_11,G7,2.4,unknown,Integrated Graphics,8,ssd,256,0,256,0,14,1920,1080,windows,0,0,0,0,0
479,dell,inspiron,2,-1,intel,core_i5,intel_12,unknown,2,intel,Intel Iris Xe Graphics,16,ssd,512,0,512,0,15.6,1920,1080,windows,0,1,1,1,1
33.95,dell,chromebook,3,2017,intel,celeron,unknown,unknown,1.6,intel,Intel HD Graphics,4,emmc,0,0,16,0,11.6,1366,768,chrome_os,0,0,1,1,0
388,dell,precision,3,-1,intel,core_i7,intel_8,unknown,2.6,nvidia,NVIDIA Quadro P1000,32,ssd,512,0,512,0,15.6,1920,1080,unknown,0,1,0,1,1
304.99,chuwi,other,6,2020,intel,core_i5,intel_8,unknown,3.8,intel,Intel Iris Plus Graphics 655,8,ssd,1024,0,1024,0,14,2160,1440,windows,0,1,0,1,0
85,hp,chromebook,3,-1,intel,celeron,unknown,unknown,2.16,intel,Intel HD Graphics,4,emmc,0,0,16,0,11.6,1366,768,chrome_os,0,0,1,1,1
461.24,apple,macbook_pro,3,2019,intel,core_i5,intel_8,unknown,1.4,unknown,Unknown,16,ssd,512,0,512,0,13.3,-1,-1,macos,0,0,0,0,0
110.95,hp,other,3,-1,intel,celeron,unknown,unknown,1.1,intel,Intel UHD Graphics,4,emmc,0,0,64,0,14,1366,768,windows,1,0,0,0,0
55.99,dell,inspiron,3,-1,intel,core_i3,intel_8,unknown,-1,unknown,Unknown,-1,unknown,-1,-1,-1,-1,15.6,-1,-1,unknown,0,0,0,0,0
135,hp,elitebook,3,-1,intel,core_i7,unknown,unknown,2.2,nvidia,NVIDIA Quadro 2000M,8,ssd,256,0,256,0,15.6,1920,1080,windows,0,1,1,1,1
464.39,dell,precision,3,-1,intel,core_i5,intel_10,unknown,2.6,nvidia,NVIDIA Quadro T1000,16,ssd,512,0,512,0,15.6,2220,1080,unknown,0,0,0,0,0
170,lenovo,thinkpad,3,-1,intel,core_i5,intel_8,unknown,1.7,intel,Intel UHD Graphics 620,8,ssd,256,0,256,0,15.6,1920,1080,windows,0,0,0,0,0
395,hp,zbook,3,-1,intel,core_i7,intel_10,unknown,1.8,nvidia,NVIDIA Quadro P520,32,ssd,1024,0,1024,0,14,1920,1080,windows,1,1,1,1,1
49.95,hp,chromebook,3,2018,intel,celeron,unknown,unknown,1.1,unknown,Unknown,8,emmc,0,0,32,0,14,1366,768,chrome_os,0,0,1,1,1
84.49,gateway,other,1,-1,intel,core_i3,intel_11,G4,3,unknown,Unknown,-1,hdd,0,-1,-1,-1,15.6,-1,-1,unknown,0,0,0,1,0
170.99,dell,latitude,4,2018,intel,core_i5,intel_8,unknown,1.7,intel,Intel UHD Graphics 620,16,ssd,512,0,512,0,14,-1,-1,windows,0,0,0,0,1
35,lenovo,yoga,3,2020,intel,celeron,unknown,unknown,1,intel,Intel HD Graphics,4,ssd,16,0,16,0,11.6,1366,768,chrome_os,0,0,0,0,0
949.47,hp,omen,4,2023,amd,ryzen_7,amd_7000,HS,5.1,nvidia,NVIDIA GeForce RTX 4060,16,ssd,512,0,512,0,16.1,1920,1080,windows,0,1,1,1,1
329.99,dell,latitude,4,-1,intel,core_i7,intel_8,unknown,2.6,intel,Intel UHD Graphics 520,-1,ssd,512,0,512,0,15.6,1920,1080,windows,0,0,0,0,1
899.99,microsoft,surface_laptop,4,-1,intel,core_i7,intel_12,U,1.8,unknown,Unknown,32,ssd,512,0,512,0,13.5,-1,-1,windows,0,0,0,0,0
329.49,dell,latitude,3,2018,intel,core_i7,intel_8,unknown,2.2,nvidia,NVIDIA Quadro P3200,32,ssd,512,0,512,0,15.6,1920,1080,windows,0,0,0,0,0
159,samsung,galaxy_book,2,2021,qualcomm,snapdragon,unknown,unknown,2.55,qualcomm,Qualcomm Adreno 618,4,ssd,64,0,64,0,14,1920,1080,windows,0,0,0,0,0
224.95,dell,precision,3,2017,intel,core_i7,intel_6,HQ,2.7,nvidia,NVIDIA Quadro M1000M,16,ssd,512,0,512,0,15.6,1920,1080,windows,1,0,0,0,0
199.99,lenovo,thinkpad,3,-1,intel,core_i5,intel_8,U,1.7,unknown,Unknown,8,ssd,256,0,256,0,13,-1,-1,windows,0,0,0,0,0
616.4,lenovo,other,5,2023,intel,core_i7,intel_12,unknown,4.7,intel,Intel Iris Xe Graphics,16,ssd,512,0,512,0,16,2560,1600,windows,1,1,1,1,1
334.49,chuwi,other,6,2023,intel,other,unknown,unknown,3.4,intel,Intel UHD Graphics,12,ssd,512,0,512,0,10.5,1920,1200,windows,0,0,1,1,1
154,lenovo,thinkpad,3,-1,intel,core_i5,intel_5,U,2.3,intel,Intel HD Graphics 5500,16,ssd,512,0,512,0,14,1600,900,windows,0,0,0,1,1
379.9,hp,envy,2,-1,intel,core_i5,intel_11,unknown,2.4,intel,Intel Iris Xe Graphics,8,ssd,256,0,256,0,15.6,1920,1080,windows,1,1,1,1,1
79.99,dell,latitude,3,-1,intel,core_i5,intel_4,M,2.5,amd,AMD Radeon HD 8790M,8,ssd,256,0,256,0,15.6,-1,-1,linux,0,1,0,0,1
799.99,dell,precision,3,2023,intel,core_i5,intel_11,H,4.6,nvidia,NVIDIA RTX A2000,16,ssd,256,0,256,0,17,1920,1200,windows,0,0,1,1,1
169.99,hp,elitebook,2,-1,intel,core_i7,intel_11,unknown,3,unknown,Unknown,8,ssd,512,0,512,0,14,1920,1080,windows,0,0,0,0,0
244.99,dell,inspiron,3,-1,qualcomm,snapdragon,unknown,unknown,-1,unknown,Unknown,8,ssd,-1,0,-1,-1,14,1920,1080,unknown,0,0,0,0,1
39.95,lenovo,other,3,-1,mediatek,mediatek,unknown,unknown,-1,unknown,Unknown,16,emmc,0,0,16,0,11.6,-1,-1,chrome_os,0,0,0,0,0
58,hp,other,3,2019,amd,amd_a_series,unknown,unknown,1.6,unknown,Unknown,4,emmc,0,0,16,0,11.6,1366,768,chrome_os,0,0,1,1,1
779.95,lenovo,yoga,2,2023,amd,ryzen_7,amd_7000,unknown,2.7,amd,AMD Radeon Graphics,16,ssd,1024,0,1024,0,16,1900,1200,windows,0,0,1,0,1
399.99,lenovo,thinkpad,3,2019,intel,core_i5,intel_10,unknown,1.6,intel,Intel UHD Graphics,32,ssd,1024,0,1024,0,15.6,1920,1080,windows,0,0,1,1,1
34.99,hp,other,3,-1,intel,atom,unknown,unknown,1.6,unknown,Unknown,2,hdd,0,256,256,0,10.1,1024,600,unknown,0,0,0,0,0
299.99,dell,latitude,3,-1,intel,core_i5,intel_8,unknown,3.6,intel,Intel UHD Graphics 620,32,ssd,1024,0,1024,0,14,1366,768,windows,0,0,1,1,1
139,hp,chromebook,2,-1,intel,celeron,unknown,unknown,1.1,intel,Intel UHD Graphics,4,ssd,128,0,128,0,14,1920,1200,chrome_os,0,0,1,1,1
239.53,hp,other,4,-1,intel,core_i5,intel_7,unknown,1.2,unknown,Unknown,8,ssd,256,0,256,0,12.5,-1,-1,windows,0,0,0,0,0
169,fujitsu,lifebook,3,-1,intel,core_i5,intel_8,unknown,-1,unknown,Unknown,8,ssd,256,0,256,0,13.3,1366,768,windows,0,0,0,0,0
189.05,dell,latitude,3,-1,intel,core_i5,intel_6,unknown,2.6,intel,Intel HD Graphics 530,16,nvme_ssd,256,0,256,0,14,1366,786,windows,0,0,1,1,1
472,dell,latitude,4,-1,intel,core_i5,intel_8,unknown,3.6,intel,Intel UHD Graphics 620,-1,ssd,2048,0,2048,0,15.6,1920,1080,windows,0,1,1,1,1
414.99,dell,latitude,4,-1,intel,core_i5,intel_8,unknown,3.6,intel,Intel UHD Graphics 620,-1,ssd,2048,0,2048,0,14,1920,1080,windows,0,1,1,1,1
442.99,dell,latitude,4,-1,intel,core_i7,intel_7,unknown,3.9,intel,Intel HD Graphics 620,-1,ssd,2048,0,2048,0,14,1920,1080,windows,0,1,1,1,1
199.99,lenovo,thinkpad,4,-1,intel,core_i5,intel_6,unknown,2.4,intel,Intel HD Graphics 520,20,ssd,512,0,512,0,14,1920,1080,windows,0,0,1,1,1
384,lenovo,ideapad,6,2023,intel,pentium,unknown,unknown,3.3,intel,Intel UHD Graphics,36,ssd,1024,0,1024,0,15.6,1920,1080,windows,0,0,1,1,1
279.99,lenovo,thinkpad,4,-1,intel,core_i5,intel_8,unknown,1.7,intel,Intel UHD Graphics,16,ssd,512,0,512,0,14,1920,1080,windows,0,1,1,1,1
180,hp,probook,1,-1,intel,core_i3,intel_7,unknown,2.4,unknown,Unknown,8,ssd,128,0,128,0,13.3,1366,768,unknown,0,0,1,1,0
49.5,dell,chromebook,3,2017,intel,celeron,unknown,unknown,2.16,intel,Intel HD Graphics,4,ssd,16,0,16,0,11.6,1366,768,chrome_os,0,0,0,1,1
439.5,dell,latitude,4,-1,intel,core_i5,intel_8,unknown,3.4,intel,Intel UHD Graphics 620,-1,ssd,2048,0,2048,0,14,1920,1080,windows,0,1,1,1,1
388.65,microsoft,surface_book,2,-1,intel,core_i7,intel_8,unknown,1.9,intel,Intel UHD Graphics 620,16,ssd,512,0,512,0,13.3,3000,2000,windows,0,0,0,1,0
439.49,dell,latitude,4,-1,intel,core_i5,intel_7,unknown,3.1,intel,Intel HD Graphics 620,-1,ssd,2048,0,2048,0,-1,1920,1080,windows,0,1,1,1,1
159.99,chuwi,other,6,2023,intel,celeron,unknown,unknown,2.7,intel,Intel UHD Graphics 600,8,ssd,256,0,256,0,14.1,1920,1080,windows,0,0,1,1,0
129.99,dell,latitude,3,-1,intel,core_2,unknown,unknown,2.8,unknown,Unknown,4,ssd,128,0,128,0,11.6,1920,1080,windows,0,0,0,0,1
184.99,dell,latitude,3,-1,intel,core_i5,intel_6,unknown,2.4,intel,Intel HD Graphics,8,ssd,512,0,512,0,14,1366,768,windows,0,0,0,0,0
199,lenovo,thinkpad,3,-1,intel,core_i5,intel_8,unknown,1.6,intel,Intel UHD Graphics 620,16,ssd,256,0,256,0,14,1920,1080,windows,1,0,1,1,1
729,dell,other,4,-1,intel,core_i7,intel_13,H,2.4,unknown,Unknown,32,ssd,1024,0,1024,0,16,2560,1600,windows,0,0,0,0,0
160,lenovo,thinkpad,2,-1,unknown,unknown,unknown,unknown,1.7,intel,Intel UHD Graphics 620,8,ssd,256,0,256,0,12.5,1920,1080,windows,0,0,1,1,1
62.49,lenovo,chromebook,4,-1,amd,amd_a_series,unknown,unknown,1.6,intel,Intel HD Graphics,4,emmc,0,0,-1,-1,14,1366,768,chrome_os,0,0,1,1,1
458.5,dell,latitude,4,-1,intel,core_i5,intel_8,unknown,3.4,intel,Intel UHD Graphics 620,-1,ssd,2048,0,2048,0,-1,1920,1080,windows,0,0,1,1,1
48,lenovo,thinkpad,3,-1,intel,core_i5,intel_3,unknown,2.6,intel,Intel HD Graphics 4000,8,ssd,512,0,512,0,14,1366,768,windows,0,0,1,1,1
549.85,hp,other,2,-1,amd,ryzen_5,amd_7000,unknown,3.3,nvidia,NVIDIA GeForce RTX 2050,8,ssd,512,0,512,0,15.6,1920,1080,windows,0,0,0,0,0
151.11,lenovo,thinkpad,4,-1,intel,core_i5,intel_7,unknown,2.6,unknown,Unknown,8,ssd,256,0,256,0,13.3,-1,-1,windows,0,0,0,0,0
229.99,lenovo,thinkpad,1,-1,intel,core_i5,intel_8,unknown,1.6,unknown,Integrated Graphics,4,ssd,-1,0,-1,-1,13.3,1920,1080,unknown,0,0,0,0,0
149.99,hp,probook,3,2017,intel,celeron,unknown,unknown,1.1,intel,Intel HD Graphics,4,ssd,128,0,128,0,11.6,1366,768,windows,1,0,1,1,1
225,dell,latitude,3,-1,intel,core_i7,intel_8,unknown,1.9,unknown,Unknown,16,ssd,512,0,512,0,14,-1,-1,windows,0,0,0,0,0
202.45,chuwi,other,6,2021,intel,celeron,unknown,unknown,2.6,intel,Intel UHD Graphics 600,8,ssd,1024,0,1024,0,14.1,1920,1080,windows,0,0,0,1,0
62,hp,elitebook,3,-1,intel,core_i5,unknown,unknown,1.9,unknown,Unknown,4,hdd,0,512,512,0,14,-1,-1,windows,0,0,0,0,0
699.99,dell,inspiron,2,-1,intel,core_i7,intel_13,unknown,3.7,intel,Intel Iris Xe Graphics,32,ssd,1024,0,1024,0,16,2560,1600,windows,1,1,1,0,0
229.99,google,other,3,-1,intel,core_i7,intel_8,unknown,1.5,unknown,Unknown,16,ssd,256,0,256,0,12.3,-1,-1,chrome_os,0,0,0,0,0
899.99,lenovo,other,2,-1,intel,core_i7,intel_12,unknown,4.7,nvidia,NVIDIA GeForce RTX 3050,16,ssd,512,0,512,0,16,2560,1600,windows,0,1,1,1,1
52.99,acer,chromebook,2,-1,mediatek,mediatek,unknown,unknown,2.1,imagination,Imagination PowerVR GX6250,4,emmc,0,0,32,0,13.3,1920,1080,chrome_os,1,0,1,1,0
200,hp,other,1,-1,intel,core_i5,intel_3,unknown,-1,unknown,Unknown,-1,unknown,-1,-1,-1,-1,11.6,-1,-1,unknown,0,0,0,0,0
549.99,dell,latitude,4,-1,intel,core_i7,intel_8,unknown,4.2,intel,Intel UHD Graphics 620,-1,ssd,2048,0,2048,0,14,1920,1080,windows,0,1,1,1,1
74.99,hp,chromebook,4,2018,intel,celeron,unknown,unknown,2.16,intel,Intel HD Graphics,4,emmc,0,0,16,0,11.6,1366,768,chrome_os,0,0,1,1,1
494.95,asus,vivobook,2,-1,intel,core_i7,intel_12,unknown,4.7,intel,Intel Iris Xe Graphics,16,ssd,512,0,512,0,15.6,1920,1080,windows,1,1,1,1,1
99.99,lenovo,thinkpad,3,-1,intel,celeron,unknown,unknown,1.6,intel,Intel HD Graphics,4,ssd,128,0,128,0,11.6,1366,768,windows,1,0,1,1,1
649.95,acer,nitro,2,-1,intel,core_i5,intel_12,unknown,4,nvidia,NVIDIA GeForce RTX 3050,8,ssd,512,0,512,0,17.3,1920,1080,windows,0,0,1,1,1
365,hp,probook,4,-1,intel,core_i7,intel_8,unknown,1.8,intel,Intel UHD Graphics 620,32,ssd,1024,0,1024,0,15.6,-1,-1,windows,0,0,1,1,1
455,dell,latitude,4,-1,intel,core_i7,intel_10,unknown,4.9,intel,Intel UHD Graphics,16,ssd,1024,0,1024,0,14,1920,1080,windows,0,1,1,1,1
210.49,dell,latitude,4,-1,intel,core_i5,intel_8,unknown,1.6,unknown,Unknown,4,ssd,256,0,256,0,14,-1,-1,windows,0,0,0,0,0
362.5,gateway,other,6,2022,intel,core_i7,intel_12,unknown,4.7,intel,Intel Iris Xe Graphics,8,ssd,512,0,512,0,14.1,1920,1080,windows,1,0,0,0,0
36.86,dell,latitude,1,-1,intel,core_i7,unknown,unknown,-1,unknown,Unknown,-1,hdd,0,-1,-1,-1,14,-1,-1,unknown,0,0,0,0,0
749,dell,xps,4,2021,intel,core_i7,intel_11,G7,4.8,intel,Intel Iris Xe Graphics,32,ssd,1024,0,1024,0,13.4,3456,2160,windows,1,1,1,1,1
200,dell,latitude,3,-1,intel,core_i5,intel_8,U,1.7,intel,Intel HD Graphics,8,ssd,-1,0,-1,-1,14,1920,1080,unknown,0,0,1,1,1
89.99,samsung,chromebook,2,2017,other,other,unknown,unknown,2,unknown,Unknown,4,hdd,0,32,32,0,12,-1,-1,chrome_os,0,0,0,0,0
39.99,dell,latitude,3,-1,intel,core_i5,intel_2,unknown,2.6,unknown,Unknown,4,hdd,0,256,256,0,14,-1,-1,windows,0,0,0,0,0
208.99,lenovo,other,3,2016,intel,celeron,unknown,unknown,1.6,intel,Intel HD Graphics,4,ssd,16,0,16,0,11.6,1366,768,chrome_os,0,0,1,1,1
124.9,dell,latitude,3,2006,intel,pentium,unknown,unknown,1.73,amd,AMD Radeon X600,2,hdd,0,128,128,0,15.4,1680,1050,windows,0,0,0,0,1
89.9,dell,chromebook,4,-1,intel,celeron,unknown,unknown,2.48,intel,Intel HD Graphics,4,ssd,32,0,32,0,11.6,1366,768,chrome_os,1,0,1,1,1
219,lenovo,thinkpad,3,-1,intel,core_i5,intel_8,unknown,1.7,intel,Intel UHD Graphics 620,8,ssd,256,0,256,0,14,1920,1080,windows,0,1,1,1,1
699.99,lenovo,yoga,2,-1,intel,core_i5,intel_13,unknown,1.3,intel,Intel Iris Xe Graphics,16,ssd,512,0,512,0,16,1920,1200,windows,1,1,1,1,1
28.15,samsung,chromebook,3,-1,other,other,unknown,unknown,1.7,unknown,Unknown,2,emmc,0,0,16,0,11.6,-1,-1,chrome_os,0,0,1,1,0
894,hp,other,6,2022,intel,core_i5,intel_12,H,4.4,nvidia,NVIDIA GeForce GTX 1650,64,ssd,2048,0,2048,0,15.6,1920,1080,windows,0,1,1,1,0
348.99,gpd,other,3,-1,intel,core_m3,intel_7,unknown,2.6,intel,Intel HD Graphics 615,8,emmc,0,0,128,0,7,1920,1200,windows,1,0,0,0,0
263.98,samsung,galaxy_chromebook,5,-1,intel,celeron,unknown,unknown,1.1,unknown,Integrated Graphics,4,emmc,0,0,32,0,14,1366,768,chrome_os,0,0,0,0,0
334.99,lenovo,thinkpad,3,-1,intel,core_i7,intel_8,unknown,1.9,intel,Intel UHD Graphics,16,ssd,512,0,512,0,14,1920,1080,windows,1,1,1,1,1
379,lenovo,thinkpad,6,2023,amd,other,unknown,unknown,2.3,amd,AMD Radeon Graphics,8,ssd,512,0,512,0,13.3,1920,1080,windows,0,0,1,1,1
135,hp,elitebook,3,-1,intel,core_i7,unknown,unknown,2.2,nvidia,NVIDIA Quadro 2000M,8,ssd,256,0,256,0,15.6,1920,1080,windows,0,1,1,1,1
65,lenovo,chromebook,2,2020,mediatek,mediatek,unknown,unknown,2,arm,ARM Mali-G72 MP3,-1,emmc,0,0,32,0,10.1,1920,1200,chrome_os,1,0,1,1,1
735.95,hp,probook,6,-1,intel,core_i7,intel_13,U,1.7,unknown,Integrated Graphics,16,ssd,512,0,512,0,14,1920,1080,windows,0,0,0,0,0
10.49,craig,other,1,-1,other,other,unknown,unknown,1.3,unknown,Unknown,-1,unknown,-1,-1,-1,-1,7,800,480,android,0,0,0,0,0
333.33,getac,other,3,-1,intel,core_i5,unknown,unknown,2.6,unknown,Unknown,16,ssd,512,0,512,0,14,-1,-1,windows,1,1,1,0,1
350,hp,elitebook,5,2022,intel,core_i5,intel_11,unknown,2.6,intel,Intel Iris Xe Graphics,16,ssd,256,0,256,0,14,1920,1080,windows,0,1,1,1,1
120.88,dell,latitude,3,-1,intel,core_i5,intel_4,U,2,unknown,Unknown,8,ssd,256,0,256,0,12.5,-1,-1,windows,0,0,1,1,0
149,lenovo,thinkpad,3,2018,intel,core_i5,intel_6,unknown,2.4,intel,Intel HD Graphics 530,16,ssd,256,0,256,0,15,1920,1080,windows,0,1,1,0,1
39,hp,chromebook,3,2019,intel,celeron,unknown,unknown,1.1,intel,Intel UHD Graphics 600,4,ssd,16,0,16,0,11.6,1366,768,chrome_os,0,0,1,1,1
98,lenovo,thinkpad,3,2017,intel,celeron,unknown,unknown,1.1,intel,Intel HD Graphics,4,ssd,128,0,128,0,11.6,1366,768,windows,1,0,0,0,0
192.99,chuwi,other,6,2021,intel,celeron,unknown,unknown,2.8,intel,Intel UHD Graphics 600,8,ssd,256,0,256,0,14.1,1920,1080,windows,0,0,0,0,1
645,hp,zbook,3,-1,intel,core_i7,intel_8,unknown,2.6,nvidia,NVIDIA Quadro P1000,64,ssd,1024,0,1024,0,17.3,1920,1080,windows,0,1,1,1,1
439.99,dell,latitude,3,-1,intel,core_i5,unknown,unknown,2.5,intel,Intel HD Graphics,16,ssd,512,0,512,0,15.6,1920,1080,linux,0,0,0,0,1
562.99,microsoft,surface_laptop,5,2022,intel,core_i5,intel_12,unknown,3.3,intel,Intel Iris Xe Graphics,8,ssd,256,0,256,0,13.5,2256,1504,windows,1,0,1,1,1
